match_id,team1_champ_kills,team1_baron_kills,team1_drag_kills,team1_herald_kills,team1_tower_kills,team1_inhib_kills,team1_total_gold,team1_total_dmg,team1_win,team2_champ_kills,team2_baron_kills,team2_drag_kills,team2_herald_kills,team2_tower_kills,team2_inhib_kills,team2_total_gold,team2_total_dmg,team2_win
NA1_4470171571,38,1,1,2,4,0,76869,114357,0,49,2,5,0,10,3,84991,159168,1
NA1_4487594977,48,1,1,2,5,1,79228,185152,0,50,2,5,0,9,1,86970,182432,1
NA1_4458299769,19,0,0,1,2,0,46956,65418,0,25,1,2,1,8,1,52690,68627,1
NA1_4454004902,26,0,0,1,2,0,48175,72169,0,37,1,3,1,9,2,57477,75823,1
NA1_4477745389,15,0,0,1,6,1,31482,23588,1,0,0,0,0,0,0,17985,12100,0
NA1_4487975544,31,0,4,0,9,1,62166,100730,1,16,1,0,1,6,0,54289,75114,0
NA1_4508075966,34,0,2,1,4,0,65536,113874,0,47,1,2,1,11,2,70841,133885,1
NA1_4491613827,8,0,0,0,0,0,33377,42639,0,27,1,3,2,9,1,50443,58232,1
NA1_4445308766,14,0,1,0,2,0,49544,85289,0,39,2,2,2,11,3,66996,120828,1
NA1_4487846932,10,0,0,0,0,0,33121,35964,0,22,0,3,2,6,0,44928,52608,1
NA1_4456077542,26,1,3,1,7,1,48845,69926,1,17,0,0,1,1,0,38525,53528,0
NA1_4486503508,22,0,1,1,2,0,49457,86778,0,33,1,2,1,7,1,57491,97312,1
NA1_4467004056,9,0,0,0,0,0,34978,39802,0,28,1,3,2,10,3,50666,63321,1
NA1_4443817025,30,1,2,2,9,1,57807,76586,1,14,0,2,0,1,0,42803,64896,0
NA1_4425808019,19,0,0,0,0,0,38315,57388,0,28,1,3,2,7,1,51802,80710,1
NA1_4471961892,16,1,3,2,9,2,50510,54385,1,8,0,0,0,2,0,40655,38123,0
NA1_4467342778,39,0,0,2,9,2,56449,107626,1,31,0,3,0,1,0,51244,90067,0
NA1_4489703137,42,0,2,0,11,3,57570,117717,1,20,0,0,1,0,0,42701,77943,0
NA1_4517192933,20,0,2,0,1,0,41912,67735,0,33,0,1,2,8,1,54332,103597,1
NA1_4489144329,35,1,3,2,11,3,58008,81564,1,19,0,0,0,0,0,46617,69964,0
NA1_4474811039,19,0,0,1,7,1,32639,29343,1,9,0,0,0,0,0,20841,20909,0
NA1_4443432430,26,0,1,1,3,0,42512,57283,1,9,0,1,0,2,0,35579,43197,0
NA1_4480376383,40,1,1,1,9,1,59350,93916,1,16,0,2,1,1,0,41625,70888,0
NA1_4515292309,31,1,3,1,9,1,58169,82310,1,24,0,1,1,3,0,48128,64959,0
NA1_4482046904,17,0,0,2,4,0,56106,74641,0,23,1,4,0,5,0,61224,80161,1
NA1_4504059593,45,1,3,2,7,1,59757,105713,1,28,0,0,0,2,0,53747,86452,0
NA1_4474238437,53,1,2,0,5,0,75481,130055,1,51,1,2,2,7,1,77354,146457,0
NA1_4464937705,13,0,0,0,0,0,30967,46162,0,27,0,1,1,7,1,44007,48152,1
NA1_4449016314,18,0,0,0,0,0,44831,59991,0,34,1,4,1,10,2,59943,80445,1
NA1_4475501745,31,1,1,2,10,2,57990,71437,1,14,0,2,0,4,0,46121,58838,0
NA1_4477186709,43,1,1,2,7,1,67506,130354,1,24,0,2,0,1,0,50785,81699,0
NA1_4508751356,37,2,1,1,8,1,69079,129408,0,37,0,3,0,7,1,70034,108048,1
NA1_4460868109,20,0,3,1,3,0,46842,71271,1,12,0,0,1,2,0,43797,50504,0
NA1_4489441033,24,0,3,2,4,0,57346,73570,0,33,2,2,0,11,3,70121,94429,1
NA1_4417564634,34,0,1,1,6,1,39007,54206,1,4,0,0,0,0,0,20284,28845,0
NA1_4483711942,11,0,0,0,3,0,41195,60225,0,16,1,2,2,4,0,44915,62512,1
NA1_4466628478,40,1,5,1,8,1,72032,129396,1,27,1,0,1,5,0,63193,104620,0
NA1_4486377515,26,0,0,0,1,0,42941,58570,0,40,1,2,2,7,0,58175,76911,1
NA1_4466264356,28,0,2,1,3,0,52649,90134,0,30,1,1,1,9,2,56874,98565,1
NA1_4454031728,21,0,0,1,2,0,43645,63232,0,36,1,3,1,8,1,55227,69687,1
NA1_4452857583,10,0,1,1,0,0,24457,32996,0,24,0,0,0,2,0,34823,38037,1
NA1_4486054036,37,2,4,1,5,0,71664,114483,1,22,0,0,1,8,1,62438,75466,0
NA1_4428101557,24,0,0,0,2,0,36187,45320,1,11,0,1,1,0,0,28460,35073,0
NA1_4510837434,33,1,0,0,4,1,63960,104922,0,50,1,4,1,9,1,73590,143942,1
NA1_4416592638,1,0,0,0,0,0,4962,2671,0,0,0,0,0,0,0,4597,1651,1
NA1_4444890722,26,1,2,2,7,1,52261,66198,1,13,0,1,0,0,0,37085,58120,0
NA1_4435766934,21,0,0,0,3,0,45875,70005,0,20,1,3,2,6,0,49083,74639,1
NA1_4471876087,38,1,1,0,9,2,64074,144027,1,26,1,3,2,3,0,59963,111746,0
NA1_4436378883,20,0,1,1,3,0,35089,39654,1,12,0,0,0,0,0,27954,32657,0
NA1_4489287952,24,0,1,1,0,0,46083,72252,0,53,1,3,1,10,2,66291,97538,1
NA1_4476797863,5,0,1,2,2,0,34305,35961,0,24,0,1,0,7,1,44783,60277,1
NA1_4512107823,16,0,0,1,5,0,40040,56805,0,30,0,2,1,3,0,44426,65484,1
NA1_4491425729,15,0,0,1,2,0,47286,51981,0,27,1,4,1,11,3,60951,81142,1
NA1_4486239588,14,0,1,1,3,0,31463,29740,1,4,0,0,0,0,0,22665,19815,0
NA1_4423494459,50,1,4,2,10,1,68376,135924,1,30,0,0,0,3,0,57389,87549,0
NA1_4461830050,12,0,0,0,0,0,36072,52345,0,27,1,3,2,9,1,53151,69193,1
NA1_4484610684,44,0,3,1,7,2,58302,112350,1,27,0,0,1,4,0,52450,84205,0
NA1_4471423144,24,0,1,2,10,1,49405,70208,1,9,0,1,0,1,0,37339,45915,0
NA1_4450142989,38,1,1,2,11,2,60752,101264,1,27,0,2,0,1,0,51544,90586,0
NA1_4482104036,15,1,0,1,2,0,38238,44187,0,30,0,3,1,6,0,46986,76013,1
NA1_4425921959,22,0,1,1,7,1,47013,62811,1,12,0,1,1,0,0,35485,52992,0
NA1_4496146465,9,0,1,0,0,0,24591,31093,0,21,0,0,1,3,0,36206,44798,1
NA1_4505495585,7,0,0,1,1,0,31895,38302,0,30,0,2,1,5,0,41370,49589,1
NA1_4507911504,31,1,2,0,0,0,49609,76063,0,39,0,1,2,11,3,60384,115419,1
NA1_4463108821,17,0,1,0,4,0,33490,31846,1,2,0,0,1,0,0,21726,14279,0
NA1_4419318752,37,1,1,2,10,2,58124,93820,1,14,0,2,0,0,0,40288,64091,0
NA1_4423289254,12,0,0,1,1,0,34147,43212,0,30,0,2,0,4,0,45787,55700,1
NA1_4458482516,38,1,4,0,7,1,75042,127701,1,21,1,1,2,7,0,67880,95000,0
NA1_4489421194,30,0,1,0,2,0,57774,95303,0,48,1,2,2,9,3,70593,113124,1
NA1_4496166093,14,0,0,0,2,0,47611,72674,0,29,1,3,2,9,2,57088,97738,1
NA1_4458778158,21,0,1,2,5,0,37688,40099,1,10,0,0,0,0,0,27899,30481,0
NA1_4447048318,22,0,0,1,1,0,41485,63018,0,27,1,2,1,10,2,52463,71427,1
NA1_4444483992,24,1,3,1,11,2,66718,105912,1,25,1,1,1,5,1,61930,75119,0
NA1_4467219220,29,1,4,0,3,0,61156,115699,0,37,0,1,2,7,1,66061,133365,1
NA1_4430156714,36,0,1,1,7,1,65631,143904,0,43,2,3,1,9,1,70596,135837,1
NA1_4504650448,22,0,0,0,1,0,55019,79639,0,37,1,4,2,8,1,64192,98658,1
NA1_4465434761,27,2,2,2,10,2,64431,88224,1,21,0,1,0,2,0,55480,94605,0
NA1_4469769999,35,1,2,1,11,4,68885,139839,1,30,1,1,0,2,0,61384,94648,0
NA1_4489435251,15,0,0,0,0,0,34176,48161,0,29,0,2,1,4,0,43525,56244,1
NA1_4472323006,24,1,3,2,8,2,63007,90403,0,23,1,2,0,7,1,65634,96631,1
NA1_4449020781,26,0,2,2,4,0,42696,59910,1,17,0,1,0,1,0,35725,42270,0
NA1_4496612593,24,1,2,2,10,2,62592,98107,1,6,0,2,0,2,0,45104,66471,0
NA1_4487115305,46,0,4,1,7,1,73728,122919,1,30,1,1,1,4,0,65558,122854,0
NA1_4434675364,29,1,3,2,7,1,52057,64029,1,10,0,0,0,2,0,36933,44113,0
NA1_4485405505,17,0,0,1,4,0,51331,67456,0,26,1,4,1,5,0,54486,73556,1
NA1_4464643437,44,1,2,1,9,1,63052,103724,1,16,0,2,1,3,0,49271,98710,0
NA1_4426386323,29,1,3,2,8,1,58515,89785,1,21,0,0,0,1,0,47757,66101,0
NA1_4499665327,31,1,2,1,7,2,52041,77124,1,15,0,1,1,3,0,41886,58777,0
NA1_4509232767,28,2,2,2,9,1,64018,104414,1,29,0,2,0,3,0,56495,105417,0
NA1_4479415570,24,1,2,2,8,1,46779,54792,1,13,0,1,0,2,0,37593,47394,0
NA1_4491461141,38,2,2,1,5,0,66889,98390,1,26,0,2,1,4,0,56425,101314,0
NA1_4449381455,40,2,4,2,6,1,80817,131791,1,28,1,2,0,6,0,75643,120592,0
NA1_4449777875,23,0,1,1,2,0,35284,40293,1,7,0,0,0,0,0,24169,32310,0
NA1_4481764882,14,0,1,0,1,0,30124,27637,1,6,0,0,1,1,0,25255,22812,0
NA1_4424921664,23,1,0,1,5,0,63099,98875,0,34,1,4,0,10,2,73230,108205,1
NA1_4446692623,31,0,3,2,6,0,48901,64232,1,10,0,0,0,2,0,40843,47141,0
NA1_4438800394,22,0,1,0,2,0,47137,52216,0,33,1,2,2,9,1,59642,93849,1
NA1_4476291835,19,0,1,1,0,0,47503,60897,0,32,1,2,1,11,3,60477,91492,1
NA1_4504549093,41,2,4,1,9,1,85270,168877,1,42,1,2,1,6,0,83334,160632,0
NA1_4499484527,33,1,3,1,8,1,68611,129163,1,21,1,1,1,4,0,62216,112235,0
NA1_4500902391,18,0,0,0,3,0,50184,64302,0,38,2,4,1,8,2,62635,87409,1
NA1_4437723935,13,0,0,2,3,0,40621,54574,0,31,0,3,0,3,0,50468,61775,1
NA1_4462150197,23,1,3,0,6,0,51460,57132,1,8,0,0,2,2,0,38642,31405,0
NA1_4460020675,24,1,4,2,7,1,50289,68330,1,10,0,0,0,5,0,39831,41416,0
NA1_4463021465,16,0,1,0,2,0,42925,61512,0,32,1,2,2,4,0,53639,82486,1
NA1_4453688952,6,0,1,0,2,0,43292,40907,0,22,1,2,1,11,3,57498,61722,1
NA1_4496060671,28,0,3,0,1,0,52349,78823,0,40,1,1,1,9,2,61492,111326,1
NA1_4480508547,38,1,4,1,7,1,71175,122044,1,30,1,0,1,6,1,67900,104752,0
NA1_4481810618,28,1,0,1,3,0,75118,158714,0,53,1,6,1,11,3,82384,177518,1
NA1_4500441335,27,1,3,1,6,1,58148,97869,1,24,0,1,1,8,2,57549,99090,0
NA1_4469398179,32,0,1,0,4,0,58353,113448,0,34,1,3,2,5,0,62842,126427,1
NA1_4467530747,47,1,3,1,7,1,64434,127402,1,22,0,0,0,3,0,55235,95474,0
NA1_4511463201,22,0,1,2,3,0,55802,90066,0,34,1,2,0,6,0,62733,119851,1
NA1_4446344511,22,0,0,2,3,0,44489,60863,0,28,1,3,0,6,1,54169,77686,1
NA1_4482509612,39,1,2,2,7,1,52166,79303,1,19,0,0,0,2,0,41242,62548,0
NA1_4457270192,32,1,2,2,10,2,59219,75013,1,12,0,2,0,0,0,39309,42661,0
NA1_4486976735,19,0,0,0,2,0,55184,75804,0,36,1,4,1,10,2,63569,98561,1
NA1_4456761505,29,1,3,2,9,2,57229,96403,1,21,0,0,0,5,0,50225,73345,0
NA1_4508104517,32,0,1,1,3,0,57144,118149,0,40,1,3,1,7,0,65282,115075,1
NA1_4456856127,39,0,3,1,9,1,71794,116524,1,22,2,1,1,7,1,66225,117126,0
NA1_4454312995,33,0,0,1,8,2,58601,112511,0,33,2,4,0,4,0,62374,81942,1
NA1_4479151255,23,0,2,1,3,0,35560,39890,1,10,0,0,0,0,0,27669,24112,0
NA1_4472885647,14,0,0,2,2,0,38291,41778,0,19,1,1,0,4,0,43789,59057,1
NA1_4476227081,38,2,2,1,8,1,68020,125371,1,31,0,2,1,4,0,55907,86608,0
NA1_4467316178,17,0,2,1,2,0,31393,35468,1,2,0,0,0,0,0,23281,21803,0
NA1_4427270826,26,1,2,1,9,1,62238,84678,1,10,1,1,0,4,0,52003,82933,0
NA1_4489959130,21,1,3,2,6,1,61759,105783,0,31,1,2,0,8,1,67992,110786,1
NA1_4506117209,9,0,0,0,1,0,31589,37148,0,18,0,3,1,5,0,38698,55317,1
NA1_4483197158,29,0,2,1,3,0,47570,73257,0,34,1,1,1,10,2,57174,86427,1
NA1_4478407543,48,1,3,1,11,3,83471,212923,1,47,1,2,1,4,0,78184,195904,0
NA1_4483843958,17,0,2,1,2,0,32969,33848,1,7,0,0,0,0,0,24799,27784,0
NA1_4497916413,44,1,1,1,10,2,70201,114415,1,26,0,3,1,5,0,58780,87769,0
NA1_4399608295,10,0,1,0,0,0,28357,34398,1,4,0,1,1,1,0,27318,20610,0
NA1_4489969463,21,1,0,2,4,0,54204,71793,0,25,0,4,0,7,1,55507,84279,1
NA1_4484737113,18,0,1,1,4,0,35501,40331,1,13,0,1,0,0,0,29920,36998,0
NA1_4480492609,43,1,4,2,10,2,60204,88405,1,26,0,0,0,1,0,51203,79986,0
NA1_4471147277,32,0,1,2,4,0,59467,119859,0,32,1,3,0,8,1,64212,112206,1
NA1_4455151516,38,1,1,1,7,1,75884,147356,1,32,1,4,1,6,1,68693,122443,0
NA1_4478103143,31,2,2,1,6,0,65901,92368,0,35,0,2,1,8,1,67074,112548,1
NA1_4455538440,21,1,3,1,7,1,50731,72301,1,16,0,0,1,2,0,44024,54981,0
NA1_4454573744,44,1,3,1,11,4,59800,85339,1,17,0,0,1,0,0,45578,53590,0
NA1_4455426923,22,0,1,1,2,0,43667,71888,0,40,1,2,0,3,0,52988,89708,1
NA1_4453021964,28,0,2,0,7,0,64520,110966,0,24,1,2,2,8,1,65624,112160,1
NA1_4489439972,30,1,2,1,8,1,56362,86060,1,26,0,1,0,2,0,49109,93325,0
NA1_4467938437,19,0,2,1,4,0,34645,36612,1,7,0,0,0,0,0,25303,21787,0
NA1_4463132237,25,0,1,1,7,1,49634,73791,1,14,0,1,0,0,0,37108,34989,0
NA1_4475443035,15,0,1,1,10,2,37628,33957,1,5,0,0,0,0,0,21292,15926,0
NA1_4479226857,28,0,1,0,2,0,55985,88383,0,34,1,3,2,8,1,63651,95345,1
NA1_4435934841,35,0,0,1,2,0,53429,106418,0,49,1,4,0,7,1,64442,123331,1
NA1_4479504347,39,0,0,1,1,0,57008,108557,0,47,1,4,0,11,2,68278,145710,1
NA1_4493481659,39,1,2,0,9,2,64696,115910,1,25,0,2,1,1,0,52500,84916,0
NA1_4427972868,28,0,3,2,4,0,47345,64433,1,8,0,0,0,2,0,37633,45873,0
NA1_4448058269,30,0,2,1,11,4,50920,65019,1,10,0,1,1,1,0,40048,42538,0
NA1_4480521719,1,0,0,0,0,0,4720,1935,0,0,0,0,0,0,0,4926,2147,1
NA1_4486195406,40,1,3,2,10,1,68163,117161,1,35,0,1,0,3,0,58307,117115,0
NA1_4477020641,27,0,3,1,9,1,46108,66277,1,7,0,0,1,0,0,31363,45780,0
NA1_4481745847,22,0,0,2,3,0,51989,96212,0,49,1,3,0,10,1,65166,139681,1
NA1_4489219830,46,0,2,2,10,3,70465,134121,0,67,2,2,0,6,1,80757,184897,1
NA1_4470446075,45,2,1,2,7,1,74982,169791,1,37,1,4,0,7,1,74687,137433,0
NA1_4426301356,28,2,3,1,8,1,63890,80409,1,17,0,1,1,7,1,56884,77182,0
NA1_4447724283,15,0,2,1,4,0,54966,70592,0,28,1,2,1,8,1,61324,103126,1
NA1_4481172748,17,0,0,1,1,0,39273,47801,0,29,1,3,1,9,2,50200,62674,1
NA1_4455411056,21,0,2,2,3,0,47338,83399,0,25,0,2,0,9,1,58425,98983,1
NA1_4464581689,6,0,0,0,1,0,25919,25875,0,18,0,2,1,3,0,32666,42613,1
NA1_4460089236,25,0,0,0,3,0,44695,77174,0,30,1,3,2,10,2,54400,86867,1
NA1_4488720747,36,1,2,1,10,2,60237,89576,1,14,0,1,1,2,0,42982,73390,0
NA1_4449044911,15,0,0,0,0,0,34906,42170,0,27,0,2,2,6,1,44934,49428,1
NA1_4476625446,23,0,2,1,2,0,52894,83340,0,36,1,2,1,10,2,68456,141609,1
NA1_4451144563,41,0,2,2,8,1,51566,77355,1,17,0,0,0,1,0,38028,60589,0
NA1_4467880937,12,0,0,1,1,0,33577,42136,0,30,0,2,0,6,1,45486,64458,1
NA1_4502138971,53,0,3,0,10,2,80084,152693,1,59,2,2,1,5,0,77896,176336,0
NA1_4400777931,32,1,4,1,5,1,63680,92905,1,26,1,0,1,5,1,62556,112965,0
NA1_4489099586,15,0,0,0,2,0,42166,59998,0,39,1,2,2,10,2,56868,86184,1
NA1_4464386422,22,0,1,1,2,0,35079,45426,1,9,0,1,0,0,0,24790,28594,0
NA1_4488379262,0,0,0,0,0,0,4541,2193,1,2,0,0,0,0,0,4971,2270,0
NA1_4465909447,32,1,3,2,9,2,51350,73997,1,12,0,0,0,2,0,36922,45703,0
NA1_4426047369,42,0,2,1,3,0,70500,129777,0,44,2,3,1,11,4,80026,181514,1
NA1_4463813473,15,0,0,1,2,0,40153,52583,0,22,1,3,1,6,1,50376,70796,1
NA1_4507822502,48,1,2,2,8,1,59101,76141,1,12,0,0,0,2,0,42217,56972,0
NA1_4449937330,46,1,2,1,7,1,78503,135416,1,44,1,3,0,7,0,73587,145465,0
NA1_4458033280,9,0,0,0,0,0,24811,23712,0,18,0,2,1,2,0,33394,35056,1
NA1_4473880920,29,0,1,2,8,1,43806,59157,1,7,0,1,0,0,0,26458,34170,0
NA1_4469877183,30,1,4,1,9,2,56041,88036,1,17,0,0,1,2,0,45127,64462,0
NA1_4504021213,7,0,0,1,0,0,26818,31916,0,21,0,2,1,8,1,40630,38962,1
NA1_4487617557,31,1,3,1,7,1,54698,77617,1,15,0,0,1,1,0,41419,60424,0
NA1_4477071163,18,0,2,1,6,0,52617,62456,0,22,1,2,1,8,1,55200,84381,1
NA1_4486346445,31,1,2,1,11,3,71707,120922,1,25,0,3,1,3,0,64565,108017,0
NA1_4513845073,35,0,2,2,9,2,51708,77529,1,10,0,0,0,2,0,34357,43110,0
NA1_4513681459,45,0,3,2,9,2,76701,162052,1,52,1,1,0,7,0,74719,152570,0
NA1_4457619767,47,1,1,1,11,3,61610,116123,1,31,0,2,1,1,0,52644,83570,0
NA1_4488827347,44,2,2,1,10,2,71358,129157,1,28,0,1,1,3,0,57685,101958,0
NA1_4486191004,30,0,3,2,4,0,60762,103661,0,35,1,1,0,9,1,67525,142063,1
NA1_4475447315,15,0,1,1,6,0,30990,26149,1,1,0,0,0,0,0,17095,18483,0
NA1_4482964072,38,1,1,0,4,0,66269,129638,0,48,0,3,2,9,2,68566,124948,1
NA1_4470495622,11,0,0,1,1,0,29725,35268,0,31,0,2,1,8,1,43281,58379,1
NA1_4490147060,24,0,0,0,3,0,54141,106317,0,42,1,4,2,10,2,66524,101564,1
NA1_4461197866,39,1,3,2,10,3,66929,107798,1,31,1,1,0,5,0,62611,116744,0
NA1_4489105462,32,1,1,1,9,2,56522,86706,1,24,0,2,1,1,0,48038,68476,0
NA1_4450810170,31,1,3,1,11,4,64567,95847,1,15,0,1,0,2,0,53890,75534,0
NA1_4483246091,23,1,2,1,8,1,52090,61388,1,16,0,1,1,3,0,43765,45159,0
NA1_4490505774,15,0,1,0,0,0,39118,57445,0,29,1,2,2,7,1,53702,79760,1
NA1_4485399783,20,0,0,0,3,0,48902,83872,0,36,1,2,1,8,1,61567,95154,1
NA1_4468709869,12,0,2,1,3,0,31527,30193,1,4,0,0,0,0,0,22991,19305,0
NA1_4490354384,41,0,3,2,6,0,56387,92691,1,28,0,0,0,2,0,49914,63725,0
NA1_4482170470,14,0,3,1,9,2,42431,39562,1,7,0,0,1,0,0,31740,28322,0
NA1_4429121169,28,0,0,1,4,0,36611,47260,1,12,0,1,0,0,0,28447,40565,0
NA1_4502141538,29,1,1,2,11,2,60248,114333,1,17,0,2,0,1,0,46229,74829,0
NA1_4479426359,36,2,3,1,9,2,61809,88132,1,21,0,1,1,1,0,51895,77067,0
NA1_4508624311,33,1,2,1,2,0,61580,140992,0,39,1,2,1,9,1,66336,124417,1
NA1_4450711703,33,0,3,2,8,1,54294,82312,1,13,0,0,0,1,0,42020,48594,0
NA1_4509957618,53,2,2,1,7,2,78319,140764,0,40,1,3,1,9,3,75322,144452,1
NA1_4445461418,39,1,3,2,9,1,68089,124172,1,31,0,1,0,4,0,57914,104818,0
NA1_4481772721,45,1,3,0,9,1,65292,112379,1,30,0,0,2,2,0,52483,80227,0
NA1_4440058870,23,0,2,0,0,0,48843,90501,0,28,0,2,2,9,2,60646,88802,1
NA1_4440668742,24,0,3,1,2,0,50346,88767,0,32,1,0,0,6,1,57519,90149,1
NA1_4476240156,22,0,1,0,2,0,55207,98068,0,43,1,3,2,10,2,66733,106980,1
NA1_4510052163,21,0,1,0,2,0,44181,67732,0,34,1,2,0,7,1,55327,94306,1
NA1_4484814912,31,0,1,1,6,0,47215,59162,1,15,0,0,1,3,0,37089,42134,0
NA1_4446581875,30,2,2,1,9,1,71070,114334,1,18,0,2,1,3,0,58929,92883,0
NA1_4464740212,15,0,0,0,1,0,41312,43846,0,30,1,3,2,9,1,57775,79295,1
NA1_4481616900,28,0,2,1,1,0,50422,90339,0,55,0,1,0,10,1,70584,123536,1
NA1_4488237669,12,0,0,0,2,0,41284,59206,0,34,1,3,2,4,0,54547,75453,1
NA1_4481857001,33,2,5,1,6,0,73161,114822,0,42,0,0,1,10,2,74716,129727,1
NA1_4453799804,30,1,2,2,10,2,55832,70968,1,15,0,1,0,1,0,42238,61792,0
NA1_4417527571,27,1,3,1,8,1,58977,72673,1,19,0,0,1,4,0,51316,59998,0
NA1_4514125083,23,0,1,0,2,0,34662,36434,1,5,0,1,1,0,0,23666,22215,0
NA1_4486124778,13,0,0,2,4,0,57818,80169,0,29,2,4,0,11,4,68272,115724,1
NA1_4491532356,9,0,0,0,1,0,29570,37445,0,21,0,2,2,5,1,39503,48967,1
NA1_4407179323,33,0,2,1,6,0,46581,58337,1,9,0,0,1,1,0,32092,30519,0
NA1_4496515343,27,2,3,2,9,1,67022,95365,1,25,0,1,0,3,0,56265,84990,0
NA1_4431751854,20,0,0,0,3,0,47062,80658,0,28,1,3,2,9,1,54799,86064,1
NA1_4443758511,21,1,1,1,4,0,72266,115571,0,33,1,5,1,8,2,78103,132391,1
NA1_4472986963,19,0,0,1,4,0,40828,52961,1,7,0,2,1,1,0,33129,30439,0
NA1_4464419332,47,1,4,1,11,4,71651,139723,1,33,0,0,0,3,0,61028,104114,0
NA1_4511049887,1,0,0,0,0,0,14283,7667,0,8,0,0,1,6,1,25598,11118,1
NA1_4463150431,28,1,1,1,4,0,63078,94961,0,33,1,4,0,7,1,67808,105638,1
NA1_4477836532,19,0,0,1,0,0,38265,50581,0,31,0,2,1,8,1,47692,71079,1
NA1_4506198295,29,1,1,1,3,0,72766,155899,0,50,1,4,1,6,1,80775,146385,1
NA1_4486261331,32,1,2,0,4,0,69714,158196,0,31,1,3,1,9,2,77058,109606,1
NA1_4485528516,8,0,0,0,0,0,34209,43502,0,17,1,2,2,6,0,50894,60695,1
NA1_4481127150,20,1,2,2,4,0,58676,81831,0,36,0,2,0,9,2,65277,107750,1
NA1_4488244874,8,0,2,0,0,0,37251,42519,0,25,1,1,2,11,3,50111,61149,1
NA1_4428276348,16,0,0,0,2,0,36869,55956,0,32,0,2,2,4,0,45146,65248,1
NA1_4487147303,18,0,1,0,1,0,45122,67644,0,28,0,2,2,7,1,51138,78014,1
NA1_4447747400,24,1,2,2,7,2,61684,89294,0,33,1,2,0,7,1,71356,133837,1
NA1_4451046541,16,0,0,0,1,0,36915,52662,0,31,0,1,1,5,0,47136,75301,1
NA1_4477363630,24,2,3,1,10,2,61712,80302,1,17,0,1,1,3,0,50861,77050,0
NA1_4476196095,0,0,0,0,0,0,4423,1140,1,1,0,0,0,0,0,5042,2020,0
NA1_4461110747,26,0,2,1,6,1,44141,57419,1,8,0,0,1,1,0,32680,34951,0
NA1_4461076535,39,1,2,1,9,2,67258,115621,1,16,0,2,1,2,0,56576,121037,0
NA1_4497999728,5,0,0,0,0,0,25392,26263,0,18,0,2,1,4,0,36034,38177,1
NA1_4474832688,26,2,3,0,8,1,60007,109719,1,17,0,1,2,7,1,56599,69183,0
NA1_4473348080,5,0,0,0,0,0,30347,35884,0,14,1,2,2,10,2,47440,49799,1
NA1_4461854521,36,1,2,2,11,2,77510,207234,1,42,1,3,0,2,0,71649,134617,0
NA1_4478045113,26,0,0,1,7,1,61483,94987,0,38,1,5,1,7,1,66940,106063,1
NA1_4477303638,31,2,3,0,3,0,75751,139351,0,36,1,3,2,11,4,73096,138488,1
NA1_4417645078,28,0,1,1,5,1,62647,100024,0,32,1,4,1,7,1,65461,102172,1
NA1_4462321496,14,0,0,1,3,0,44219,57639,0,25,1,3,1,8,1,54050,74924,1
NA1_4484106818,17,0,0,1,3,0,48439,69123,0,32,1,4,1,7,1,59325,79013,1
NA1_4415857418,50,1,3,1,11,3,61306,95133,1,15,0,0,0,0,0,37864,63241,0
NA1_4475790465,19,0,1,2,9,2,43984,57731,1,9,0,1,0,0,0,35051,31801,0
NA1_4490337351,14,0,0,0,1,0,37020,57791,0,27,1,2,1,4,0,47610,65664,1
NA1_4503381611,5,0,0,0,0,0,11107,8861,0,7,0,0,0,0,0,13172,10498,1
NA1_4508522987,40,2,3,0,9,1,70839,109498,1,31,0,2,2,5,0,64066,102241,0
NA1_4444561391,15,0,2,0,1,0,28960,33240,1,6,0,0,1,0,0,23443,28581,0
NA1_4430198070,14,0,0,2,4,0,44165,67713,0,31,1,3,0,4,0,51233,90684,1
NA1_4471018697,7,0,0,0,0,0,23706,22646,0,23,0,2,1,3,0,35705,36651,1
NA1_4409704827,10,0,0,2,3,0,41877,48554,0,15,1,3,0,7,1,47971,54759,1
NA1_4508243641,35,0,2,1,4,0,71042,159866,0,36,2,3,1,11,3,72647,130228,1
NA1_4497006991,20,0,0,1,2,0,48647,78640,0,37,1,4,0,9,2,57777,122752,1
NA1_4470662635,34,0,2,2,7,1,46454,62629,1,11,0,0,0,1,0,36363,55629,0
NA1_4513016886,6,0,0,0,0,0,22255,23256,0,25,0,1,1,7,1,38898,46172,1
NA1_4485222437,28,1,3,0,7,1,63188,97415,1,22,0,2,2,3,0,60477,88122,0
NA1_4474366710,37,2,3,0,7,1,66727,92119,1,23,0,1,2,3,0,55966,84116,0
NA1_4482441352,31,0,2,1,7,1,50202,70198,1,18,1,1,1,3,0,45815,67814,0
NA1_4485117904,16,0,1,1,2,0,45199,49409,0,28,1,2,1,7,1,53183,63979,1
NA1_4436399801,10,1,1,1,3,0,54804,110248,0,32,1,3,1,9,3,64528,103442,1
NA1_4468383230,21,0,1,1,3,0,49180,72853,0,24,1,3,0,8,1,56773,82432,1
NA1_4436629546,20,1,0,1,4,0,51236,64005,0,28,0,4,1,7,1,54083,84092,1
NA1_4515708069,29,0,1,1,3,0,55379,106860,0,26,2,3,1,10,2,68434,108774,1
NA1_4418598608,13,0,1,1,0,0,37501,52223,0,29,0,1,0,3,0,46785,80088,1
NA1_4508294516,11,0,1,1,0,0,27085,34055,0,17,0,1,1,2,0,33687,39483,1
