match_id,team1_champ_kills,team1_baron_kills,team1_drag_kills,team1_herald_kills,team1_tower_kills,team1_inhib_kills,team1_total_gold,team1_total_dmg,team1_win,team2_champ_kills,team2_baron_kills,team2_drag_kills,team2_herald_kills,team2_tower_kills,team2_inhib_kills,team2_total_gold,team2_total_dmg,team2_win
NA1_4483113790,15,0,1,2,2,0,39804,46021,1,11,0,1,0,1,0,34135,35102,0
NA1_4479019847,44,2,2,2,9,1,70457,105986,1,26,0,1,0,2,0,54564,67028,0
NA1_4446476783,7,0,0,1,1,0,26115,32100,0,20,0,2,0,3,0,32752,37224,1
NA1_4511030500,30,1,3,2,9,1,58437,86769,1,16,0,0,0,1,0,44930,49208,0
NA1_4468860918,20,0,1,2,2,0,50589,93187,0,34,1,3,0,10,2,62969,99975,1
NA1_4478446806,15,0,1,1,3,0,52262,65273,0,25,0,4,1,9,1,64216,75405,1
NA1_4486578485,16,0,0,0,3,0,47543,62605,0,29,1,4,2,7,1,59350,75420,1
NA1_4414301578,35,1,3,2,7,0,83010,151759,0,37,2,4,0,9,3,89229,161199,1
NA1_4441854754,31,0,1,1,4,0,43739,59472,1,15,0,1,0,0,0,32300,54852,0
NA1_4464759737,19,0,0,2,2,0,52175,91611,0,39,1,4,0,9,2,65258,98523,1
NA1_4469350873,52,0,3,0,5,1,85201,177548,0,53,2,3,2,11,4,90386,177520,1
NA1_4496619178,27,1,1,2,9,2,53828,99902,1,19,0,2,0,0,0,42410,63047,0
NA1_4467583527,41,1,3,1,6,1,88093,234751,0,32,1,3,1,10,1,86795,218557,1
NA1_4421635600,13,0,2,1,2,0,34075,40324,0,26,0,0,1,3,0,41035,63998,1
NA1_4415827495,24,0,2,1,3,0,53927,91151,0,39,2,2,1,9,1,70261,102074,1
NA1_4468343854,5,0,0,0,0,0,31172,38294,0,23,0,2,2,9,2,47615,65035,1
NA1_4497903294,23,1,2,2,7,3,70902,134879,0,33,2,4,0,6,0,76639,140345,1
NA1_4510679618,15,0,0,1,2,0,36165,48312,0,29,0,2,1,3,0,41137,70067,1
NA1_4491516807,29,0,1,1,5,0,38555,52592,1,9,0,0,0,0,0,26270,36025,0
NA1_4471054416,20,0,1,0,1,0,49894,78760,0,47,1,3,2,10,2,67095,112817,1
NA1_4476996467,26,0,0,2,4,0,55388,86974,0,36,1,4,0,11,2,66033,93262,1
NA1_4480473547,10,0,0,1,1,0,39828,45016,0,27,1,3,1,9,1,53912,70486,1
NA1_4423954312,31,2,0,2,10,3,70018,106594,1,25,0,4,0,3,0,59807,101711,0
NA1_4468411809,30,0,2,0,4,0,46310,64744,1,12,0,0,2,1,0,36325,44362,0
NA1_4492766044,23,0,1,0,1,0,43332,66774,0,41,1,2,1,11,2,61692,97817,1
NA1_4491069120,0,0,0,0,0,0,2626,137,0,0,0,0,0,0,0,2542,75,1
NA1_4507697951,20,0,1,0,2,0,44684,54529,0,38,0,1,1,6,0,55416,95077,1
NA1_4487527667,11,0,0,1,2,0,46973,48163,0,24,1,3,0,7,2,57320,67738,1
NA1_4491564083,26,0,2,2,8,1,42749,51625,1,7,0,1,0,0,0,30323,40269,0
NA1_4480636154,16,0,1,0,1,0,44354,65976,0,25,1,2,2,10,1,55530,85653,1
NA1_4445908305,26,0,1,1,3,0,48224,70580,0,39,1,2,1,6,1,58826,94240,1
NA1_4455735385,26,1,2,1,8,1,71194,89871,0,38,1,3,1,7,2,74272,123034,1
NA1_4431179559,31,0,3,1,7,1,52218,79447,1,16,0,0,1,3,0,45725,54323,0
NA1_4442099543,9,0,0,1,0,0,26951,30945,0,21,0,1,0,1,0,32801,38156,1
NA1_4458369210,14,0,1,2,1,0,30984,30010,1,5,0,1,0,0,0,24165,24797,0
NA1_4477878687,43,1,3,2,9,1,62933,115077,1,18,0,0,0,4,0,50031,74176,0
NA1_4499864169,31,1,2,2,6,1,55858,71932,1,22,0,1,0,2,0,47521,63796,0
NA1_4468031608,36,0,1,2,6,0,50534,80063,1,22,0,1,0,1,0,40633,61844,0
NA1_4492999853,22,0,3,1,7,1,47697,53584,1,10,0,0,1,0,0,33188,35489,0
NA1_4476285954,12,0,0,0,2,0,41469,67388,0,41,1,2,2,8,2,57835,83832,1
NA1_4487571042,11,0,0,1,4,0,37108,41961,0,25,0,2,1,8,1,45345,48523,1
NA1_4483084974,10,0,0,1,0,0,37071,59998,0,28,1,3,1,8,0,50977,62553,1
NA1_4472177877,35,1,2,0,4,0,64335,120638,1,31,0,2,1,4,0,61233,83847,0
NA1_4465564477,26,0,1,1,3,0,36001,45591,1,11,0,0,0,1,0,27646,33750,0
NA1_4490064969,36,1,4,0,5,0,68254,129601,0,35,0,1,2,8,1,72583,152335,1
NA1_4451285714,42,1,2,1,9,2,66669,136597,1,25,0,2,0,4,0,59933,99055,0
NA1_4491212340,39,1,3,1,8,1,63985,101657,1,28,0,0,1,2,0,53761,94343,0
NA1_4487904400,23,0,2,0,4,0,48786,80561,0,33,1,1,2,7,1,59054,106149,1
NA1_4465679338,15,0,1,0,5,0,43478,55115,0,27,1,2,2,9,2,52097,62424,1
NA1_4491766692,5,0,1,0,0,0,24466,18794,0,14,0,0,1,3,0,31692,27357,1
NA1_4467683802,18,0,2,1,4,0,55498,69380,0,24,2,2,1,7,1,63900,72737,1
NA1_4498520595,24,0,1,1,4,0,59247,86220,0,44,1,3,1,11,3,64705,107839,1
NA1_4478717168,38,0,2,2,5,0,47791,67086,1,11,0,1,0,2,0,36543,40491,0
NA1_4480318180,40,2,3,1,8,1,69415,155108,1,38,0,1,1,5,0,63534,136947,0
NA1_4508774653,30,1,3,1,10,3,55466,83031,1,18,0,0,1,0,0,43639,91300,0
NA1_4410250352,35,1,3,2,8,2,55275,68190,1,17,0,0,0,1,0,42825,61533,0
NA1_4465461147,35,1,1,1,8,1,56387,96269,1,18,0,2,0,1,0,45158,87082,0
NA1_4491696101,34,0,3,2,4,0,49197,73627,1,16,0,0,0,3,0,41137,56313,0
NA1_4510127544,23,0,2,0,1,0,46160,63907,0,21,1,1,2,6,0,51790,70830,1
NA1_4481829554,41,1,1,0,7,1,67096,127573,0,45,1,4,2,8,1,70825,130251,1
NA1_4452562652,31,1,2,1,9,2,59371,100859,1,22,0,1,1,2,0,47880,57242,0
NA1_4456930214,36,0,0,1,5,0,52308,78372,1,16,0,2,1,1,0,38977,56872,0
NA1_4502171666,12,0,1,1,0,0,33120,49924,0,43,0,1,1,9,2,50996,74688,1
NA1_4435221323,11,0,0,0,1,0,29169,33143,0,27,0,2,2,11,3,47580,58142,1
NA1_4444886906,11,0,0,1,2,0,36168,47424,0,25,0,2,1,4,0,43763,58039,1
NA1_4467714498,38,0,3,2,6,0,61259,104922,1,20,1,0,0,2,0,53470,71536,0
NA1_4486408740,15,0,0,0,2,0,39921,48766,0,26,1,2,2,10,2,54152,74743,1
NA1_4513955924,36,0,2,1,7,1,54188,88143,1,14,0,0,0,1,0,39508,43682,0
NA1_4494802790,8,0,0,1,0,0,23785,31051,0,29,0,1,0,2,0,36795,44800,1
NA1_4477571542,33,0,3,0,4,0,56502,97971,0,37,1,1,2,8,1,61999,91763,1
NA1_4485888949,5,0,0,0,1,0,29336,41639,0,18,0,2,2,7,1,42251,46460,1
NA1_4470950488,10,0,0,0,1,0,32192,35778,0,22,0,2,2,6,1,41559,51974,1
NA1_4478514816,31,0,2,1,8,1,57275,100189,1,21,0,1,1,3,0,50443,80012,0
NA1_4443284653,11,0,0,0,1,0,38377,51122,0,21,1,3,2,6,0,46682,60982,1
NA1_4471001018,32,0,3,2,9,1,53766,65054,1,21,0,0,0,1,0,42330,56097,0
NA1_4453268472,10,0,0,1,4,0,46765,75413,0,21,1,3,0,9,2,51386,56401,1
NA1_4467561522,30,1,2,2,8,1,58242,97147,1,21,0,1,0,1,0,48200,79525,0
NA1_4465563375,41,1,0,2,9,2,65533,113836,1,20,0,3,0,2,0,50344,76230,0
NA1_4471814406,29,0,1,2,3,0,52655,93209,0,40,1,2,0,7,1,60132,114583,1
NA1_4489656715,32,1,3,2,11,3,58845,87657,1,19,0,0,0,0,0,44645,85771,0
NA1_4451872366,25,0,2,1,8,1,65370,91279,0,32,2,2,1,9,2,65854,112990,1
NA1_4428159064,18,0,1,1,4,0,34446,35223,1,10,0,1,0,0,0,29977,40594,0
NA1_4480227174,16,1,2,2,8,1,49542,69948,1,19,0,1,0,1,0,41770,56294,0
NA1_4472515234,17,0,0,2,2,0,44078,60570,0,44,1,2,0,10,2,59488,89618,1
NA1_4480918750,37,1,2,1,11,3,60088,95761,1,21,0,1,1,3,0,47837,60391,0
NA1_4471683286,34,2,5,1,11,5,84483,143084,1,34,1,0,1,5,1,84742,142969,0
NA1_4468347374,31,1,3,2,11,2,55370,93596,1,13,0,0,0,1,0,41316,65913,0
NA1_4446096959,26,0,1,2,3,0,38649,46946,1,15,0,1,0,0,0,29164,35744,0
NA1_4466610504,29,1,3,2,10,2,64111,93865,1,17,0,2,0,3,0,49478,60158,0
NA1_4487465194,31,1,3,1,9,2,61110,100571,1,19,0,1,0,5,0,54076,82463,0
NA1_4482791973,30,0,3,1,4,0,52203,66237,1,14,0,0,1,1,0,43872,59594,0
NA1_4431177092,29,1,2,0,2,0,61526,128757,0,44,1,2,2,9,2,68196,113873,1
NA1_4502531659,38,2,2,0,11,4,80322,149532,1,42,1,4,1,4,0,80216,189788,0
NA1_4473284112,28,0,0,0,3,0,50500,61359,0,42,1,3,2,9,1,64614,105409,1
NA1_4415310772,21,0,3,2,6,0,48217,51602,1,8,0,0,0,0,0,34495,37070,0
NA1_4446630514,29,0,2,1,5,0,71837,129195,1,24,2,3,1,8,1,68080,124320,0
NA1_4463798318,32,1,4,2,9,1,65651,110644,1,17,0,0,0,2,0,52349,98415,0
NA1_4440132928,12,0,0,1,1,0,45629,69640,0,22,2,3,0,9,1,58498,81165,1
NA1_4492280479,20,0,1,0,1,0,43023,58995,0,28,0,2,2,4,0,49854,67941,1
NA1_4400633940,38,2,3,0,6,2,78308,137364,1,29,1,3,2,4,0,70954,139447,0
NA1_4489221268,21,0,2,2,8,1,41282,41808,1,9,0,0,0,1,0,30803,29432,0
NA1_4469748025,13,0,1,0,1,0,44786,59025,0,19,1,3,2,7,1,53704,64796,1
NA1_4469481492,19,0,2,1,5,1,41233,37079,1,4,0,0,1,1,0,32599,36687,0
NA1_4435053051,51,1,2,2,10,3,69130,123866,1,28,1,2,0,3,0,60301,102928,0
NA1_4455350213,14,0,1,1,2,0,38872,51078,0,25,1,1,1,5,1,46546,56675,1
NA1_4438891160,42,0,4,1,10,2,79022,140431,1,36,2,2,1,7,1,75345,194238,0
NA1_4487949030,22,0,1,2,3,0,47867,60317,0,28,1,3,0,8,1,59082,78548,1
NA1_4415939962,8,0,0,2,2,0,33496,34526,0,18,0,2,0,4,0,39882,43561,1
NA1_4410088421,34,1,2,0,5,1,68683,111440,0,41,1,3,2,9,2,70907,130158,1
NA1_4484730653,25,0,1,2,2,0,48527,94058,0,40,1,2,0,10,2,59547,115875,1
NA1_4404257041,18,1,1,1,4,0,56081,83501,0,20,1,2,1,7,0,59648,101353,1
NA1_4481508520,30,1,3,2,10,2,59300,74461,1,12,0,0,0,2,0,46257,50290,0
NA1_4431939531,10,0,0,1,3,0,41056,47009,0,27,1,3,1,9,1,53711,64659,1
NA1_4464921430,25,0,2,0,5,0,50668,59050,0,24,1,2,1,8,1,58184,75796,1
NA1_4505860834,15,0,1,1,3,0,45175,65680,0,30,1,2,1,9,2,56789,75222,1
NA1_4492713504,24,0,0,0,0,0,41266,69190,0,35,0,3,2,6,0,55655,98369,1
NA1_4470313272,17,0,2,1,4,0,52519,102480,0,32,1,2,1,7,1,59978,93414,1
NA1_4484953549,34,1,3,1,4,0,57093,93582,1,22,0,1,1,3,0,49864,72011,0
NA1_4458321663,25,0,1,2,3,0,47109,70715,1,18,0,1,0,2,0,40415,57934,0
NA1_4432911904,10,0,0,0,1,0,31948,39051,0,26,0,2,2,6,1,45055,63679,1
NA1_4485023433,46,0,2,2,10,1,57959,76876,1,18,0,1,0,0,0,39888,58747,0
NA1_4482928266,26,0,2,2,7,1,46059,58184,1,11,0,0,0,4,0,39769,42712,0
NA1_4491344765,14,0,3,2,2,0,44243,51101,0,27,1,1,0,7,1,51806,79600,1
NA1_4480530676,23,1,2,2,8,1,50163,69541,1,7,0,0,0,2,0,37824,49313,0
NA1_4489122084,16,0,0,1,1,0,39390,53478,0,28,1,3,1,6,0,49812,70073,1
NA1_4493677734,41,1,3,0,9,2,60625,115640,1,33,0,0,2,3,0,54333,91748,0
NA1_4474850924,36,1,1,2,8,1,68729,117082,1,24,1,2,0,2,0,55195,104751,0
NA1_4476957965,15,0,0,0,0,0,37529,52441,0,32,0,3,2,4,0,47890,64686,1
NA1_4495479866,27,1,3,2,7,1,59559,105843,1,16,0,0,0,2,0,50408,67692,0
NA1_4490735393,37,1,3,1,9,3,64757,95152,1,22,0,1,1,4,0,57029,72482,0
NA1_4511658599,30,2,2,1,11,4,69820,112864,1,21,0,1,1,3,0,57516,93779,0
NA1_4503297181,48,1,4,1,11,2,70718,146612,1,31,1,0,0,3,0,63010,109844,0
NA1_4513796529,1,0,0,1,0,0,22742,18407,0,16,0,1,0,2,0,32038,28478,1
NA1_4450640086,34,1,1,2,6,1,56089,86843,1,21,0,2,0,1,0,44020,65166,0
NA1_4430045664,16,0,0,0,1,0,38516,51553,0,22,1,3,1,4,0,46518,50382,1
NA1_4461788101,39,1,2,2,9,2,70937,118463,1,28,1,3,0,5,0,61519,106718,0
NA1_4496265933,30,1,0,1,7,1,57077,94962,1,27,0,2,1,2,0,47447,71031,0
NA1_4482672140,16,0,0,0,1,0,28798,37220,0,20,0,1,1,0,0,30425,44967,1
NA1_4456696363,32,1,0,1,11,4,83282,131536,1,39,2,6,1,8,3,88650,145980,0
NA1_4420948890,11,0,0,1,1,0,31421,40242,0,24,0,2,1,4,0,41645,51654,1
NA1_4475555326,15,0,1,0,1,0,30820,37397,1,4,0,0,1,0,0,22914,22235,0
NA1_4470837986,21,0,1,1,2,0,41888,63884,0,36,1,2,1,5,0,50577,67192,1
NA1_4448218582,48,0,2,1,10,3,78334,155245,1,35,2,3,1,5,0,76306,140379,0
NA1_4461978576,21,0,0,1,4,0,49230,101376,0,29,1,3,0,10,1,57073,81635,1
NA1_4481959831,28,1,0,0,5,0,61152,110225,0,38,1,3,1,9,1,68332,129984,1
NA1_4492573502,33,0,1,2,8,1,51838,81118,1,20,0,1,0,1,0,43513,56158,0
NA1_4431691471,33,2,2,2,9,5,87755,135338,0,46,1,4,0,7,1,89907,184984,1
NA1_4481925625,36,1,3,2,8,0,55904,90777,1,14,0,0,0,0,0,41768,74641,0
NA1_4492559428,20,0,0,0,1,0,43391,73313,0,42,0,2,2,9,1,57266,92719,1
NA1_4511370108,39,1,2,1,6,1,59503,109814,1,33,0,1,1,6,0,55797,105677,0
NA1_4460864781,24,1,3,2,6,1,50786,55498,1,16,0,0,0,1,0,41753,52512,0
NA1_4468751135,37,1,2,2,10,2,56842,92974,1,16,0,1,0,2,0,41320,50569,0
NA1_4443950733,49,1,3,2,8,1,58861,88059,1,16,0,0,0,1,0,41760,55890,0
NA1_4437686457,52,0,4,1,10,2,85837,193640,1,48,2,2,1,3,0,82052,167801,0
NA1_4485834560,18,0,3,2,6,0,39219,37911,1,7,0,0,0,1,0,31183,30814,0
NA1_4452434518,11,0,1,1,0,0,42583,61311,0,26,1,3,1,10,2,55831,68832,1
NA1_4468140721,28,0,0,2,5,0,56126,96525,0,42,1,2,0,10,2,67146,127604,1
NA1_4406310999,33,1,3,1,7,1,66481,114830,1,35,0,0,0,5,0,64250,111390,0
NA1_4436704841,2,0,0,0,0,0,13790,11812,0,9,0,1,1,0,0,21223,15782,1
NA1_4500815465,18,0,2,1,2,0,32855,39338,1,5,0,0,0,0,0,23860,29947,0
NA1_4442153538,8,0,0,0,0,0,30014,40965,0,28,0,2,2,9,1,46946,60062,1
NA1_4474471867,25,0,0,1,2,0,31049,39498,1,3,0,1,0,1,0,23399,27202,0
NA1_4512057563,25,0,2,2,9,2,67298,112961,0,41,2,3,0,7,1,74456,123086,1
NA1_4472368066,28,0,1,0,0,0,44251,69488,0,34,0,2,1,9,1,55831,85060,1
NA1_4406416683,9,0,2,1,3,0,37362,50466,0,31,0,1,1,8,1,49025,63809,1
NA1_4475900795,34,1,2,1,6,0,56331,84645,1,22,0,0,0,3,0,47123,81827,0
NA1_4495094693,32,0,2,1,4,0,51042,73964,1,27,0,1,1,2,0,48057,83894,0
NA1_4502953725,22,2,1,2,5,0,59537,94106,0,23,0,3,0,7,1,55956,91624,1
NA1_4483999934,16,0,0,1,1,0,45426,80356,0,31,1,3,1,9,2,58703,86355,1
NA1_4469750251,24,0,2,0,9,2,44011,62566,1,14,0,0,0,0,0,34486,43918,0
NA1_4481639542,9,0,0,1,0,0,26948,30588,0,17,0,1,0,2,0,30459,40693,1
NA1_4459920415,5,0,0,2,1,0,27889,25165,0,18,0,2,0,2,0,33484,39557,1
NA1_4418296825,24,0,1,0,0,0,50450,74205,0,29,1,3,2,11,3,57408,81375,1
NA1_4484778790,18,0,2,1,7,1,40602,37464,1,9,0,0,1,3,0,35085,39366,0
NA1_4489347697,51,0,3,1,10,3,57713,106784,1,21,0,0,0,1,0,43936,54603,0
NA1_4450900033,7,0,0,1,1,0,28488,33199,0,18,0,2,1,1,0,34559,43744,1
NA1_4420912820,14,0,0,0,2,0,42620,48430,0,26,1,2,2,9,1,55334,65677,1
NA1_4494315256,43,0,2,1,9,2,51758,99137,1,16,1,0,0,0,0,36575,60015,0
NA1_4479182216,19,0,2,1,2,0,56498,71418,0,24,2,3,1,9,2,66251,108077,1
NA1_4490994516,14,0,1,1,4,0,51935,78261,0,35,1,2,1,10,2,63258,119643,1
NA1_4501047220,18,1,2,1,6,0,47300,45131,1,12,0,0,1,1,0,38525,33724,0
NA1_4483627911,14,0,0,0,1,0,32148,43033,0,28,0,1,1,9,1,45021,53214,1
NA1_4503091110,26,0,1,0,2,0,49613,73453,0,36,1,2,2,11,1,59651,88839,1
NA1_4502034343,38,0,3,1,10,2,59850,117941,1,14,0,0,0,0,0,41014,85530,0
NA1_4484939568,14,0,1,0,6,1,61072,93490,0,36,1,4,2,8,2,73374,109724,1
NA1_4464921753,26,1,1,0,2,0,55749,101368,0,47,0,3,2,9,1,65813,108306,1
NA1_4504812202,12,0,0,0,0,0,35120,39900,0,35,0,3,2,10,2,49523,66299,1
NA1_4505910390,23,1,2,2,5,1,47243,58205,1,13,0,1,0,3,0,39622,48408,0
NA1_4471042505,18,1,1,1,8,1,61263,100208,0,25,1,4,1,7,1,63588,94119,1
NA1_4477002595,21,1,2,2,9,1,48218,72021,1,14,0,0,0,2,0,39148,56981,0
NA1_4456214303,33,0,2,2,9,1,48733,72196,1,11,0,0,0,0,0,30031,44855,0
NA1_4471119949,47,2,3,2,8,3,84086,149385,0,54,1,2,0,10,1,92814,168661,1
NA1_4483477708,32,0,3,2,9,1,53135,87552,1,13,0,0,0,0,0,38673,79635,0
NA1_4486665916,19,0,1,1,4,0,43981,46980,1,8,0,2,0,0,0,32096,32545,0
NA1_4451108914,51,0,1,1,9,2,61797,125394,1,37,0,2,1,1,0,55976,107129,0
NA1_4506354877,31,0,3,2,5,1,60202,114010,0,46,1,1,0,6,1,67202,125569,1
NA1_4516394556,32,0,2,0,5,0,71901,137008,0,46,3,4,2,10,2,84989,139398,1
NA1_4474426279,21,0,1,0,0,0,40215,70914,0,34,1,1,2,6,0,54578,94618,1
NA1_4491999915,41,1,2,2,9,3,75251,170691,1,46,0,2,0,3,0,71995,164550,0
NA1_4476517487,20,0,1,2,4,0,51673,69922,0,37,2,3,0,9,1,65428,88647,1
NA1_4480311489,29,0,1,1,4,0,39180,46431,1,8,0,0,0,0,0,23657,26889,0
NA1_4487000180,34,0,2,1,5,0,46934,56363,1,8,0,0,1,0,0,30989,46804,0
NA1_4440419582,22,0,1,2,8,1,44103,50721,1,7,0,1,0,0,0,33222,33695,0
NA1_4505452652,18,0,4,2,4,0,53365,90003,0,37,1,1,0,8,1,64648,87290,1
NA1_4475577029,30,1,4,2,9,1,54432,60800,1,8,0,0,0,1,0,41818,59088,0
NA1_4488373532,29,0,2,0,5,2,70789,127383,0,42,2,4,2,8,1,78743,118528,1
NA1_4460019546,35,2,4,1,9,1,72958,143368,1,33,0,0,1,6,1,67803,103643,0
NA1_4428279054,26,0,1,1,3,0,43943,63214,1,12,0,1,0,0,0,32731,46627,0
NA1_4515005304,13,0,0,1,2,0,38430,51115,0,33,0,3,1,10,2,50602,79935,1
NA1_4452538257,35,2,1,0,9,1,73339,133097,1,27,0,4,1,8,2,62534,130214,0
NA1_4450013157,27,1,3,2,8,1,52431,78833,1,20,0,0,0,1,0,41045,57989,0
NA1_4484735219,33,1,2,1,8,1,55689,85084,1,18,0,1,1,1,0,43603,72005,0
NA1_4509983201,32,1,2,2,10,2,62645,84647,1,27,0,2,0,3,0,53558,89154,0
NA1_4489557688,19,1,2,2,11,3,47340,42153,1,6,0,0,0,0,0,31569,36579,0
NA1_4441883630,22,0,1,2,6,0,41907,49236,1,12,0,1,0,2,0,33149,45596,0
NA1_4483411882,36,1,1,2,9,1,55770,82679,1,15,0,2,0,3,0,42264,60203,0
NA1_4473245688,14,0,0,1,2,0,45415,74020,0,39,1,3,1,11,3,59318,85396,1
NA1_4416121694,11,0,0,0,1,0,26007,28221,0,20,0,2,1,4,0,34704,33636,1
NA1_4416752902,25,0,0,1,1,0,44374,64337,0,34,1,3,1,5,0,51178,74778,1
NA1_4491878120,26,1,3,2,5,0,44371,53234,1,10,0,0,0,2,0,36477,49288,0
NA1_4488430852,23,0,1,0,1,0,47540,75601,0,38,1,2,2,10,3,64651,113478,1
NA1_4448335503,32,1,2,1,6,1,50934,79368,1,18,0,0,1,1,0,39500,57182,0
NA1_4501298621,50,0,1,2,8,4,73119,142979,0,43,1,4,0,7,1,76199,168046,1
NA1_4497595888,16,0,2,0,1,0,45921,65856,0,25,0,1,2,5,1,52585,58968,1
NA1_4500655136,23,1,1,0,6,1,53667,77011,1,17,0,3,2,4,0,45121,66774,0
NA1_4444050000,36,0,2,2,9,2,47759,69861,1,18,0,0,0,0,0,33796,51105,0
NA1_4479726539,16,0,1,1,2,0,39927,57071,0,23,1,2,1,9,2,48632,56324,1
NA1_4471280119,28,1,3,1,10,1,57763,95121,1,24,0,1,1,2,0,47496,72092,0
NA1_4423346932,18,1,3,1,4,0,43174,44302,1,14,0,0,1,2,0,38207,46591,0
NA1_4414265811,26,0,2,1,7,1,45726,65484,1,11,0,0,1,2,0,34109,36608,0
NA1_4509354373,2,0,0,0,0,0,7694,4399,1,0,0,0,0,0,0,6369,3907,0
NA1_4473715442,22,0,0,2,4,0,55242,89212,0,37,1,3,0,8,1,62518,114096,1
NA1_4470419228,38,1,3,1,9,3,67035,98687,1,27,0,1,0,1,0,58619,107988,0
NA1_4451268628,44,1,4,2,10,2,61054,103998,1,21,0,0,0,1,0,48756,86352,0
NA1_4472142229,36,1,3,1,4,0,57193,119341,1,25,0,0,1,2,0,48576,93850,0
NA1_4509669389,23,0,0,2,2,0,51556,114163,0,45,1,4,0,10,1,65797,112705,1
NA1_4447029390,35,1,3,0,4,0,52104,80536,1,16,0,0,2,3,0,42979,70605,0
NA1_4477155403,15,0,1,1,3,0,44603,66791,0,32,1,1,1,7,1,55003,78674,1
NA1_4507985322,34,0,4,1,10,2,69625,157067,1,27,2,0,1,2,0,62074,118563,0
NA1_4437855535,40,0,2,2,7,1,51811,82540,1,12,0,1,0,2,0,34240,49719,0
NA1_4467176414,44,2,3,2,11,3,72598,126658,1,29,0,1,0,4,0,62774,104660,0
NA1_4502276984,35,0,3,0,10,2,61511,105238,1,20,0,1,1,2,0,52639,86793,0
NA1_4511880035,12,0,0,0,2,0,39900,57063,0,26,0,2,2,8,1,47805,60961,1
NA1_4494764228,20,0,0,2,4,0,36354,35992,1,5,0,1,0,0,0,22152,25130,0
NA1_4514691470,13,0,1,1,1,0,32403,43782,0,34,0,0,0,5,0,44261,61958,1
NA1_4463067986,16,0,0,1,2,0,44102,57349,0,31,1,3,1,10,2,56591,77723,1
NA1_4448738427,12,0,0,0,0,0,34837,41358,0,35,0,2,1,9,2,49799,75150,1
NA1_4446528219,29,1,2,2,10,2,57405,92042,1,14,0,1,0,3,0,43443,61985,0
NA1_4469627236,21,0,0,2,4,0,58559,101013,0,27,1,4,0,8,1,64522,112857,1
NA1_4471589864,38,1,3,2,8,2,61703,102178,1,20,0,1,0,2,0,48277,86772,0
NA1_4464891101,10,0,1,1,1,0,41232,59079,0,32,1,2,1,8,2,55575,75879,1
NA1_4491536569,25,0,2,2,7,1,47875,60167,1,11,0,1,0,0,0,34133,36472,0
NA1_4438926419,17,1,1,1,1,0,51396,82382,0,27,0,4,1,8,2,55744,68433,1
NA1_4506607897,38,1,3,0,8,1,75968,119638,1,23,1,3,2,9,2,69928,116707,0
NA1_4443114098,21,0,0,2,3,0,49512,67508,0,30,1,4,0,8,1,59035,71318,1
NA1_4434738625,9,0,0,2,1,0,33683,44615,0,35,0,3,0,8,1,46891,77202,1
NA1_4473559417,42,1,3,0,7,1,62728,119769,1,35,0,0,2,4,0,55428,87729,0
NA1_4431647305,34,1,3,2,10,2,58901,103456,1,26,0,0,0,2,0,48033,69998,0
NA1_4479963575,38,1,2,0,4,0,77791,151063,0,36,2,3,0,10,2,81082,148232,1
NA1_4440198189,13,0,0,0,1,0,34022,42812,0,23,0,2,2,7,1,43657,73283,1
NA1_4486886410,19,0,2,1,3,0,50891,76542,0,29,1,2,1,8,1,58189,82244,1
NA1_4504186551,8,0,0,0,0,0,24755,27844,0,29,0,1,1,5,0,40808,44161,1
NA1_4472498303,19,1,2,2,7,1,76649,102228,0,27,2,4,0,7,1,80898,121972,1
NA1_4506457155,24,0,1,0,3,0,43930,63587,0,31,1,1,1,5,0,52805,86556,1
NA1_4461578105,33,1,3,2,6,1,51796,60037,1,10,0,0,0,0,0,35098,49296,0
NA1_4505129282,26,2,4,1,9,2,64623,126687,1,17,0,1,1,3,0,53777,92944,0
NA1_4465631017,29,1,0,0,2,0,52887,85000,0,33,0,4,2,8,2,55737,78011,1
NA1_4506138903,22,0,1,1,5,0,43980,50385,1,5,0,2,1,2,0,31933,28049,0
NA1_4508281611,25,1,3,2,8,1,61486,78690,1,19,0,2,0,2,0,50590,67413,0
NA1_4494707924,22,0,3,2,6,0,48001,54409,1,10,0,0,0,1,0,33732,42326,0
NA1_4429902262,40,1,1,2,10,1,62718,86704,1,19,0,3,0,1,0,45401,68463,0
NA1_4487773893,11,0,0,1,2,0,37398,44755,0,24,1,2,1,3,0,45665,56627,1
NA1_4468429395,32,2,3,1,10,2,78238,120697,1,36,0,2,0,3,0,69302,133567,0
NA1_4480757457,45,1,1,0,9,2,75683,139856,1,35,1,3,2,8,0,70960,142182,0
NA1_4488430079,13,0,0,0,0,0,33405,56132,0,35,0,1,2,9,2,51202,114366,1
NA1_4472152384,18,0,0,2,4,0,46965,67384,0,35,1,3,0,9,1,57468,87936,1
NA1_4490077165,29,2,2,2,11,5,63307,95435,1,25,0,2,0,3,0,57934,85845,0
NA1_4471888045,29,1,1,2,9,1,54007,72530,1,15,0,2,0,0,0,38696,57826,0
NA1_4514759954,24,0,3,2,5,0,42038,55930,1,8,0,0,0,1,0,30663,41821,0
NA1_4428933714,19,0,1,0,1,0,39690,64231,0,44,1,2,1,7,1,55990,82332,1
NA1_4480290470,23,1,2,2,9,1,57202,74766,1,24,0,2,0,2,0,53654,77947,0
NA1_4474068536,26,1,1,1,5,0,71037,131328,0,50,1,4,1,9,2,74667,148389,1
